CDTS,EID,START_DATE,CALL_NUMBER,PRIORITY,REPORT_DATE,OFFENSE_DATE,OFFENSE_TIME,CALLTYPE_CODE,CALL_TYPE,FINAL_DISPO_CODE,FINAL_DISPO,ADDRESS,CITY,STATE
20230225025535PS,9451468,2/25/2023 12:00:00 AM,P230560094,2,2/25/2023 12:00:00 AM,2/25/2023 12:00:00 AM,02:31:28,WELCKEMS,WELFARE CHECK (COMBINED EVENT),GD,No Disposition,[1500]-[1600] FLANIGAN DR ,San Jose,CA
20230622122822PD,9599590,6/22/2023 12:00:00 AM,P231730361,3,6/22/2023 12:00:00 AM,6/22/2023 12:00:00 AM,11:43:59,10851,STOLEN VEHICLE,R,Report taken,[2200]-[2300] MEADOWGATE WY ,San Jose,CA
20231005001138PD,9734167,10/4/2023 12:00:00 AM,P232770754,3,10/4/2023 12:00:00 AM,10/4/2023 12:00:00 AM,19:12:43,415N,"DISTURBANCE, NEIGHBOR",G,Gone on Arrival/unable to locate,[1500]-[1600] HURLINGHAM WY ,San Jose,CA
20231220122132PS,9830854,12/20/2023 12:00:00 AM,P233540296,3,12/20/2023 12:00:00 AM,12/20/2023 12:00:00 AM,10:45:29,594,MALICIOUS MISCHIEF,N,No report required; dispatch record only,[700]-[800] E SANTA CLARA ST ,San Jose,CA
20231028111222PD,9764388,10/28/2023 12:00:00 AM,P233010338,3,10/28/2023 12:00:00 AM,10/28/2023 12:00:00 AM,11:08:28,1033A,"ALARM, AUDIBLE",CAN,Canceled,[0]-[100] BONAVENTURA DR ,San Jose,CA
20230314010236PD,9471715,3/13/2023 12:00:00 AM,P230721043,4,3/13/2023 12:00:00 AM,3/13/2023 12:00:00 AM,23:33:00,415M,"DISTURBANCE, MUSIC",G,Gone on Arrival/unable to locate,,San Jose,CA
20230613195604PD,9588381,6/13/2023 12:00:00 AM,P231640771,2,6/13/2023 12:00:00 AM,6/13/2023 12:00:00 AM,19:08:01,415,DISTURBANCE,G,Gone on Arrival/unable to locate,[1200]-[1300] STORY RD ,San Jose,CA
20230920174100PD,9716331,9/24/2023 12:00:00 AM,P232630556,3,9/20/2023 12:00:00 AM,9/20/2023 12:00:00 AM,15:26:46,484,THEFT,R,Report taken,[5600]-[5700] COTTLE RD ,San Jose,CA
20230623114841PD,9600882,6/23/2023 12:00:00 AM,P231740362,2,6/23/2023 12:00:00 AM,6/23/2023 12:00:00 AM,11:06:48,1182,"VEHICLE ACCIDENT, PROPERTY DAMAGE",N,No report required; dispatch record only,E TAYLOR ST & N 13TH ST,San Jose,CA
20230519151804PD,9555873,5/19/2023 12:00:00 AM,P231390552,3,5/19/2023 12:00:00 AM,5/19/2023 12:00:00 AM,14:27:21,1154,SUSPICIOUS VEHICLE,N,No report required; dispatch record only,DENAIR AV & MIDPINE AV,San Jose,CA
20230524111539PD,9562204,5/29/2023 12:00:00 AM,P231440331,3,5/24/2023 12:00:00 AM,5/24/2023 12:00:00 AM,10:28:00,10851,STOLEN VEHICLE,R,Report taken,[3400]-[3500] CORTESE CL ,San Jose,CA
20230127191325PS,9416413,1/27/2023 12:00:00 AM,P230270715,3,1/27/2023 12:00:00 AM,1/27/2023 12:00:00 AM,19:02:41,415F,"DISTURBANCE, FAMILY",CAN,Canceled,[5500]-[5600] DON JUAN CL ,San Jose,CA
20230823123827PD,9679777,8/23/2023 12:00:00 AM,P232350387,4,8/23/2023 12:00:00 AM,8/23/2023 12:00:00 AM,11:59:32,22500,PARKING VIOLATION,R,Report taken,[1200]-[1300] WHITFIELD CT ,San Jose,CA
20230215105710PS,9438990,2/15/2023 12:00:00 AM,P230460314,3,2/15/2023 12:00:00 AM,2/15/2023 12:00:00 AM,10:23:40,1066,SUSPICIOUS PERSON,CAN,Canceled,SANTA TERESA BL & DUNN AV,San Jose,CA
20230605023154PD,9577271,6/4/2023 12:00:00 AM,P231550990,2,6/4/2023 12:00:00 AM,6/4/2023 12:00:00 AM,23:54:01,12025,CARRYING A CONCEALED WEAPON,A,Arrest Made,CASSELINO DR & ST FLORIAN WY,San Jose,CA
20230629170241PD,9608778,6/29/2023 12:00:00 AM,P231800587,5,6/29/2023 12:00:00 AM,6/29/2023 12:00:00 AM,16:05:31,415,DISTURBANCE,H,Courtesy Service/Citizen or agency assist,[200]-[300] W MISSION ST ,San Jose,CA
20231109203843PS,9780003,11/9/2023 12:00:00 AM,P233130709,3,11/9/2023 12:00:00 AM,11/9/2023 12:00:00 AM,19:22:28,DVRO,VIOLATION OF PROTECTIVE ORDER,N,No report required; dispatch record only,[2800]-[2900] STANHOPE DR ,San Jose,CA
20231212001654PS,9820006,12/11/2023 12:00:00 AM,P233451002,2,12/11/2023 12:00:00 AM,12/11/2023 12:00:00 AM,23:55:38,1067,PERSON CALLING FOR HELP,N,No report required; dispatch record only,[5000]-[5100] RUSSO DR ,San Jose,CA
20230506171412PD,9538893,5/6/2023 12:00:00 AM,P231260639,6,5/6/2023 12:00:00 AM,5/6/2023 12:00:00 AM,17:06:28,1195,VEHICLE STOP,E,"Traffic Citation Issued, Non-Hazardous Violation",E SANTA CLARA ST & S 15TH ST,San Jose,CA
20230612033847PD,9586230,6/12/2023 12:00:00 AM,P231630060,1,6/12/2023 12:00:00 AM,6/12/2023 12:00:00 AM,01:37:21,1033S,"ALARM, SILENT",N,No report required; dispatch record only,[6600]-[6700] VIA DEL ORO ,San Jose,CA
20231010173849PD,9741618,10/10/2023 12:00:00 AM,P232830652,3,10/10/2023 12:00:00 AM,10/10/2023 12:00:00 AM,16:57:14,487,GRAND THEFT,R,Report taken,PAULA ST & LINCOLN AV,San Jose,CA
20230613133608PD,9587848,6/13/2023 12:00:00 AM,P231640352,4,6/13/2023 12:00:00 AM,6/13/2023 12:00:00 AM,11:39:29,22500,PARKING VIOLATION,R,Report taken,[600]-[700] ROUGH AND READY RD ,San Jose,CA
20230901084007PD,9691394,9/1/2023 12:00:00 AM,P232440188,4,9/1/2023 12:00:00 AM,9/1/2023 12:00:00 AM,07:06:30,22500,PARKING VIOLATION,R,Report taken,[2800]-[2900] CORNWALL DR ,San Jose,CA
20231017235331PD,9751057,10/17/2023 12:00:00 AM,P232901001,6,10/17/2023 12:00:00 AM,10/17/2023 12:00:00 AM,23:47:06,1195,VEHICLE STOP,N,No report required; dispatch record only,MONTEREY RD & SENTER RD,San Jose,CA
20230811201338PD,9664906,8/11/2023 12:00:00 AM,P232230781,2,8/11/2023 12:00:00 AM,8/11/2023 12:00:00 AM,19:27:20,415W,"DISTURBANCE, WEAPON",CAN,Canceled,[700]-[800] THE ALAMEDA ,San Jose,CA
20230401234443PD,9495705,4/1/2023 12:00:00 AM,P230910908,2,4/1/2023 12:00:00 AM,4/1/2023 12:00:00 AM,23:43:34,1179,"VEHICLE ACCIDENT, AMB DISPATCHED",DUPNCAN,No Disposition,[0]-[100] E SAN FERNANDO ST ,San Jose,CA
20230707004343PD,9618649,7/7/2023 12:00:00 AM,P231880018,2,7/7/2023 12:00:00 AM,7/7/2023 12:00:00 AM,00:24:03,SUSCIR,SUSPICIOUS CIRCUMSTANCES,N,No report required; dispatch record only,[400]-[500] KEYES ST ,San Jose,CA
20230827160754PD,9685228,8/27/2023 12:00:00 AM,P232390509,2,8/27/2023 12:00:00 AM,8/27/2023 12:00:00 AM,14:30:10,415,DISTURBANCE,N,No report required; dispatch record only,[1100]-[1200] SHERWOOD AV ,San Jose,CA
20230928232016PD,9726313,9/28/2023 12:00:00 AM,P232710560,5,9/28/2023 12:00:00 AM,9/28/2023 12:00:00 AM,15:27:05,1065X,MISSING FEMALE,N,No report required; dispatch record only,[2800]-[2900] STEVENS CREEK BL ,San Jose,CA
20230701174323PD,9611098,7/1/2023 12:00:00 AM,P231820423,2,7/1/2023 12:00:00 AM,7/1/2023 12:00:00 AM,11:50:38,415,DISTURBANCE,A,Arrest Made,[2900]-[3000] E CAPITOL EX ,San Jose,CA
20231102050556PD,9770254,11/2/2023 12:00:00 AM,P233060014,5,11/2/2023 12:00:00 AM,11/2/2023 12:00:00 AM,00:24:24,10851,STOLEN VEHICLE,N,No report required; dispatch record only,,San Jose,CA
20230703044921PD,9613433,7/3/2023 12:00:00 AM,P231840135,2,7/3/2023 12:00:00 AM,7/3/2023 12:00:00 AM,04:21:26,415,DISTURBANCE,G,Gone on Arrival/unable to locate,[2000]-[2100] N 1ST ST ,San Jose,CA
20231117140934PS,9789217,11/17/2023 12:00:00 AM,P233210315,3,11/17/2023 12:00:00 AM,11/17/2023 12:00:00 AM,11:03:19,415N,"DISTURBANCE, NEIGHBOR",R,Report taken,[4200]-[4300] NORWALK DR ,San Jose,CA
20231229223050PS,9841447,12/29/2023 12:00:00 AM,P233630209,2,12/29/2023 12:00:00 AM,12/29/2023 12:00:00 AM,09:18:30,911UNK,UNK TYPE 911 CALL,N,No report required; dispatch record only,[5600]-[5700] STEVENS CREEK BL ,San Jose,CA
20231224024335PS,9835780,12/24/2023 12:00:00 AM,P233580114,2,12/24/2023 12:00:00 AM,12/24/2023 12:00:00 AM,02:27:38,415,DISTURBANCE,N,No report required; dispatch record only,[2200]-[2300] ANNONA AV ,San Jose,CA
20230520235430PD,9557845,5/21/2023 12:00:00 AM,P231401010,4,5/20/2023 12:00:00 AM,5/20/2023 12:00:00 AM,23:17:19,415M,"DISTURBANCE, MUSIC",CAN,Canceled,KEONCREST AV & W GISH RD,San Jose,CA
20230708185509PD,9620767,7/8/2023 12:00:00 AM,P231890664,4,7/8/2023 12:00:00 AM,7/8/2023 12:00:00 AM,17:42:40,1062,MEET THE CITIZEN,N,No report required; dispatch record only,[900]-[1000] WILLOWLEAF DR ,San Jose,CA
20230212202338PS,9435976,2/12/2023 12:00:00 AM,P230430662,1,2/12/2023 12:00:00 AM,2/12/2023 12:00:00 AM,20:03:29,459,BURGLARY (460),N,No report required; dispatch record only,[0]-[100] S 19TH ST ,San Jose,CA
20230425083921PD,9524735,4/25/2023 12:00:00 AM,P231150175,2,4/25/2023 12:00:00 AM,4/25/2023 12:00:00 AM,08:26:23,1183,"VEHICLE ACCIDENT, UNKNOWN INJURIES",CAN,Canceled,[5000]-[5100] VANDERBILT DR ,San Jose,CA
20230209174418PS,9432108,2/9/2023 12:00:00 AM,P230400674,3,2/9/2023 12:00:00 AM,2/9/2023 12:00:00 AM,16:24:55,1033A,"ALARM, AUDIBLE",CAN,Canceled,[2800]-[2900] EL MONTE WY ,San Jose,CA
20230215005434PS,9438246,2/14/2023 12:00:00 AM,P230450628,2,2/14/2023 12:00:00 AM,2/14/2023 12:00:00 AM,16:55:46,5150X,MENTALLY DISTURBED FEMALE,R,Report taken,[1500]-[1600] MT SHASTA DR ,San Jose,CA
20230815031217PD,9669129,8/15/2023 12:00:00 AM,P232270061,2,8/15/2023 12:00:00 AM,8/15/2023 12:00:00 AM,01:53:46,415UNK,"DISTURBANCE, UNKNOWN",CAN,Canceled,S KING RD & E SAN ANTONIO ST,San Jose,CA
20230709091311PD,9621509,7/9/2023 12:00:00 AM,P231900243,4,7/9/2023 12:00:00 AM,7/9/2023 12:00:00 AM,08:57:25,22500,PARKING VIOLATION,CAN,Canceled,[1600]-[1700] CUNNINGHAM AV ,San Jose,CA
20230925105511PD,9722234,9/25/2023 12:00:00 AM,P232680286,2,9/25/2023 12:00:00 AM,9/25/2023 12:00:00 AM,10:31:43,WELCKEMS,WELFARE CHECK (COMBINED EVENT),GD,No Disposition,[1000]-[1100] FOXCHASE DR ,San Jose,CA
20230515143703PD,9550451,5/15/2023 12:00:00 AM,P231350595,2,5/15/2023 12:00:00 AM,5/15/2023 12:00:00 AM,14:24:10,1066,SUSPICIOUS PERSON,N,No report required; dispatch record only,[1200]-[1300] S BASCOM AV ,San Jose,CA
20230103083113PS,9385653,1/3/2023 12:00:00 AM,P230030172,5,1/3/2023 12:00:00 AM,1/3/2023 12:00:00 AM,07:35:11,22500,PARKING VIOLATION,R,Report taken,[5900]-[6000] LISKA LN ,San Jose,CA
20230224204535PS,9451142,2/24/2023 12:00:00 AM,P230550801,2,2/24/2023 12:00:00 AM,2/24/2023 12:00:00 AM,20:37:27,1066P,SUSPICIOUS PACKAGE,CAN,Canceled,[2000]-[2100] AIRPORT BL ,San Jose,CA
20230330114601PD,9492418,3/30/2023 12:00:00 AM,P230890350,2,3/30/2023 12:00:00 AM,3/30/2023 12:00:00 AM,11:17:32,415,DISTURBANCE,G,Gone on Arrival/unable to locate,[200]-[300] S 11TH ST ,San Jose,CA
20231230042435PS,9842517,12/30/2023 12:00:00 AM,P233640126,2,12/30/2023 12:00:00 AM,12/30/2023 12:00:00 AM,04:14:35,WELCK,WELFARE CHECK,DUPNCAN,No Disposition,[200]-[300] N 3RD ST ,San Jose,CA
20230814085425PD,9668021,8/14/2023 12:00:00 AM,P232260237,2,8/14/2023 12:00:00 AM,8/14/2023 12:00:00 AM,08:27:06,WELCK,WELFARE CHECK,N,No report required; dispatch record only,[800]-[900] S DANIEL WY ,San Jose,CA
20230410151946PD,9506574,4/10/2023 12:00:00 AM,P231000478,5,4/10/2023 12:00:00 AM,4/10/2023 12:00:00 AM,12:33:20,10851R,RECOVERED STOLEN VEHICLE,O,Supplemental report taken,[1400]-[1500] E SAN ANTONIO ST ,San Jose,CA
20230624155657PD,9602435,6/24/2023 12:00:00 AM,P231750485,3,6/24/2023 12:00:00 AM,6/24/2023 12:00:00 AM,15:43:52,314,INDECENT EXPOSURE,G,Gone on Arrival/unable to locate,[1300]-[1300] SENTER RD ,San Jose,CA
20230328201318PD,9490410,3/28/2023 12:00:00 AM,P230870736,5,3/28/2023 12:00:00 AM,3/28/2023 12:00:00 AM,18:37:23,5150X,MENTALLY DISTURBED FEMALE,R,Report taken,[1300]-[1300] THE ALAMEDA ,San Jose,CA
20230510144713PD,9543839,5/10/2023 12:00:00 AM,P231300636,5,5/10/2023 12:00:00 AM,5/10/2023 12:00:00 AM,13:33:32,1125,TRAFFIC HAZARD,T,Turned over To (TOT),,San Jose,CA
20230209003239PS,9431129,2/8/2023 12:00:00 AM,P230390846,2,2/8/2023 12:00:00 AM,2/8/2023 12:00:00 AM,21:11:50,6F,FELONY WANT,A,Arrest Made,[4100]-[4200] ELLMAR OAKS DR ,San Jose,CA
20231103022509PD,9771631,11/3/2023 12:00:00 AM,P233070083,2,11/3/2023 12:00:00 AM,11/3/2023 12:00:00 AM,02:11:27,FDAID,FIRE DEPARTMENT REQUEST FOR PD,GD,No Disposition,[300]-[400] SANTANA RW ,San Jose,CA
20230123150139PS,9410533,1/23/2023 12:00:00 AM,P230230295,2,1/23/2023 12:00:00 AM,1/23/2023 12:00:00 AM,09:09:15,1055,CORONERS CASE,N,No report required; dispatch record only,[1300]-[1400] OAKLAND RD ,San Jose,CA
20230415234522PD,9513474,4/15/2023 12:00:00 AM,P231050977,3,4/15/2023 12:00:00 AM,4/15/2023 12:00:00 AM,23:28:57,1033A,"ALARM, AUDIBLE",CAN,Canceled,[300]-[400] RIVER OAKS CL ,San Jose,CA
20230412132309PD,9509140,4/12/2023 12:00:00 AM,P231020437,3,4/12/2023 12:00:00 AM,4/12/2023 12:00:00 AM,13:08:07,245EMS,ASSAULT WITH DEADLY WEAPON (COMBINED EVENT),GD,No Disposition,[2000]-[2100] N 1ST ST ,San Jose,CA
20230526113951PD,9564864,5/29/2023 12:00:00 AM,P231460324,4,5/26/2023 12:00:00 AM,5/26/2023 12:00:00 AM,10:57:11,CIVIL,CIVIL MATTER,H,Courtesy Service/Citizen or agency assist,[1100]-[1200] PARMA DR ,San Jose,CA
20230506131922PD,9538415,5/6/2023 12:00:00 AM,P231260245,5,5/6/2023 12:00:00 AM,5/6/2023 12:00:00 AM,09:15:09,CPM,COMMUNITY POLICING MEETING,N,No report required; dispatch record only,[1500]-[1600] ROBERTS AV ,San Jose,CA
20231013182845PD,9745487,10/13/2023 12:00:00 AM,P232860708,4,10/13/2023 12:00:00 AM,10/13/2023 12:00:00 AM,18:17:18,1125,TRAFFIC HAZARD,CAN,Canceled,N 2ND ST & E SANTA CLARA ST,San Jose,CA
20230912222018PD,9706460,9/12/2023 12:00:00 AM,P232550915,1,9/12/2023 12:00:00 AM,9/12/2023 12:00:00 AM,20:22:12,415W,"DISTURBANCE, WEAPON",N,No report required; dispatch record only,[3100]-[3200] LOMA VERDE DR ,San Jose,CA
20231118225318PS,9791234,11/18/2023 12:00:00 AM,P233220930,3,11/18/2023 12:00:00 AM,11/18/2023 12:00:00 AM,22:21:44,415,DISTURBANCE,CAN,Canceled,[1200]-[1300] OAKLAND RD ,San Jose,CA
20231225101035PS,9837094,12/25/2023 12:00:00 AM,P233590291,2,12/25/2023 12:00:00 AM,12/25/2023 12:00:00 AM,10:02:25,FDAID,FIRE DEPARTMENT REQUEST FOR PD,DUPNCAN,No Disposition,[400]-[500] PAMLAR AV ,San Jose,CA
20230817195741PD,9672305,8/17/2023 12:00:00 AM,P232290574,3,8/17/2023 12:00:00 AM,8/17/2023 12:00:00 AM,16:00:05,1062,MEET THE CITIZEN,N,No report required; dispatch record only,[1800]-[1900] LUCRETIA AV ,San Jose,CA
20230122120940PS,9409429,1/23/2023 12:00:00 AM,P230220314,4,1/22/2023 12:00:00 AM,1/22/2023 12:00:00 AM,10:56:25,1066,SUSPICIOUS PERSON,N,No report required; dispatch record only,[1400]-[1500] MADRONA AV ,San Jose,CA
20230507083017PD,9539716,5/7/2023 12:00:00 AM,P231270176,1,5/7/2023 12:00:00 AM,5/7/2023 12:00:00 AM,05:33:08,459,BURGLARY (460),N,No report required; dispatch record only,[3800]-[3900] DOVE HILL RD ,San Jose,CA
20230703082932PD,9613531,7/3/2023 12:00:00 AM,P231840209,3,7/3/2023 12:00:00 AM,7/3/2023 12:00:00 AM,07:45:58,1033A,"ALARM, AUDIBLE",CAN,Canceled,[5900]-[6000] ALMADEN EX ,San Jose,CA
20230124150838PS,9412250,1/24/2023 12:00:00 AM,P230240548,3,1/24/2023 12:00:00 AM,1/24/2023 12:00:00 AM,14:36:17,484,THEFT,R,Report taken,[2100]-[2200] MONTEREY RD ,San Jose,CA
20230306170236PS,9462907,3/6/2023 12:00:00 AM,P230650620,3,3/6/2023 12:00:00 AM,3/6/2023 12:00:00 AM,16:59:46,1033A,"ALARM, AUDIBLE",CAN,Canceled,[1900]-[2000] KAMMERER AV ,San Jose,CA
20231202140618PS,9807868,12/2/2023 12:00:00 AM,P233360413,2,12/2/2023 12:00:00 AM,12/2/2023 12:00:00 AM,13:10:35,415,DISTURBANCE,N,No report required; dispatch record only,[2000]-[2100] AIRPORT BL ,San Jose,CA
20230209123549PS,9431669,2/9/2023 12:00:00 AM,P230400326,3,2/9/2023 12:00:00 AM,2/9/2023 12:00:00 AM,10:46:10,459R,BURGLARY  REPORT  (460),R,Report taken,[600]-[700] N KING RD ,San Jose,CA
20231013113148PD,9744760,10/13/2023 12:00:00 AM,P232860128,3,10/13/2023 12:00:00 AM,10/13/2023 12:00:00 AM,06:22:20,602PC,TRESPASSING,N,No report required; dispatch record only,[800]-[900] N 1ST ST ,San Jose,CA
20230818230439PD,9674017,8/18/2023 12:00:00 AM,P232300978,2,8/18/2023 12:00:00 AM,8/18/2023 12:00:00 AM,22:27:47,415,DISTURBANCE,N,No report required; dispatch record only,[1600]-[1700] SILVERSTONE PL ,San Jose,CA
20230219190629PS,9444675,2/19/2023 12:00:00 AM,P230500705,2,2/19/2023 12:00:00 AM,2/19/2023 12:00:00 AM,19:05:15,WELCK,WELFARE CHECK,DUPNCAN,No Disposition,[1100]-[1200] KARL ST ,San Jose,CA
20230618134937PD,9594541,6/18/2023 12:00:00 AM,P231690482,3,6/18/2023 12:00:00 AM,6/18/2023 12:00:00 AM,13:45:00,1033,ALARM,CAN,Canceled,[1100]-[1200] COLEMAN AV ,San Jose,CA
20230321224448PD,9482068,3/21/2023 12:00:00 AM,P230800876,2,3/21/2023 12:00:00 AM,3/21/2023 12:00:00 AM,22:22:21,1066,SUSPICIOUS PERSON,G,Gone on Arrival/unable to locate,[900]-[1000] BLOSSOM HILL RD ,San Jose,CA
20231203154224PS,9809287,12/3/2023 12:00:00 AM,P233370564,2,12/3/2023 12:00:00 AM,12/3/2023 12:00:00 AM,15:20:43,1066W,SUSPICIOUS PERSON W/ WEAPON,N,No report required; dispatch record only,E EMPIRE ST & N 8TH ST,San Jose,CA
20230728035624PD,9645922,7/28/2023 12:00:00 AM,P232090104,2,7/28/2023 12:00:00 AM,7/28/2023 12:00:00 AM,02:50:25,1065MH,"MISSING PERSON, MENTAL HANDICAP",CAN,Canceled,[200]-[200] E SANTA CLARA ST ,San Jose,CA
20230927083231PD,9724488,9/27/2023 12:00:00 AM,P232700157,2,9/27/2023 12:00:00 AM,9/27/2023 12:00:00 AM,07:06:27,WELCK,WELFARE CHECK,N,No report required; dispatch record only,SENTER RD & HELLYER AV,San Jose,CA
20230515203554PD,9550822,5/15/2023 12:00:00 AM,P231350883,3,5/15/2023 12:00:00 AM,5/15/2023 12:00:00 AM,19:41:10,1033A,"ALARM, AUDIBLE",U,Unfounded event,[1900]-[1900] S 10TH ST ,San Jose,CA
20230727092658PD,9644770,7/27/2023 12:00:00 AM,P232080249,6,7/27/2023 12:00:00 AM,7/27/2023 12:00:00 AM,09:19:15,1195,VEHICLE STOP,N,No report required; dispatch record only,S 7TH ST & KEYES ST,San Jose,CA
20230302201012PS,9458240,3/2/2023 12:00:00 AM,P230610738,3,3/2/2023 12:00:00 AM,3/2/2023 12:00:00 AM,18:13:48,484,THEFT,CAN,Canceled,[2200]-[2300] EASTRIDGE LP ,San Jose,CA
20230522050035PD,9559329,5/22/2023 12:00:00 AM,P231420146,2,5/22/2023 12:00:00 AM,5/22/2023 12:00:00 AM,04:52:21,WELCKEMS,WELFARE CHECK (COMBINED EVENT),N,No report required; dispatch record only,[1700]-[1800] VISTAGLEN DR ,San Jose,CA
20230505164650PD,9537328,5/5/2023 12:00:00 AM,P231250507,2,5/5/2023 12:00:00 AM,5/5/2023 12:00:00 AM,14:42:14,1179,"VEHICLE ACCIDENT, AMB DISPATCHED",N,No report required; dispatch record only,,San Jose,CA
20230503210700PD,9535305,5/3/2023 12:00:00 AM,P231230710,2,5/3/2023 12:00:00 AM,5/3/2023 12:00:00 AM,19:34:08,415,DISTURBANCE,G,Gone on Arrival/unable to locate,[1300]-[1400] W SAN CARLOS ST ,San Jose,CA
20230301232048PS,9457256,3/1/2023 12:00:00 AM,P230600907,6,3/1/2023 12:00:00 AM,3/1/2023 12:00:00 AM,23:14:36,1195,VEHICLE STOP,N,No report required; dispatch record only,S 7TH ST & MARGARET ST,San Jose,CA
20231230212938PS,9843197,12/30/2023 12:00:00 AM,P233640637,3,12/30/2023 12:00:00 AM,12/30/2023 12:00:00 AM,19:33:00,1033A,"ALARM, AUDIBLE",N,No report required; dispatch record only,[900]-[1000] CAPE MORRIS PL ,San Jose,CA
20230305145342PS,9461651,3/5/2023 12:00:00 AM,P230640475,4,3/5/2023 12:00:00 AM,3/5/2023 12:00:00 AM,14:51:41,22500,PARKING VIOLATION,CAN,Canceled,[200]-[300] GIFFORD AV ,San Jose,CA
20231015182944PD,9747833,10/15/2023 12:00:00 AM,P232880473,3,10/15/2023 12:00:00 AM,10/15/2023 12:00:00 AM,13:00:31,1033A,"ALARM, AUDIBLE",N,No report required; dispatch record only,[2000]-[2100] FORTUNE DR ,San Jose,CA
20231230035048PS,9842476,12/30/2023 12:00:00 AM,P233640099,3,12/30/2023 12:00:00 AM,12/30/2023 12:00:00 AM,02:54:48,1033A,"ALARM, AUDIBLE",CAN,Canceled,[1000]-[1100] E CAPITOL EX ,San Jose,CA
20230405120008PD,9499965,4/5/2023 12:00:00 AM,P230950343,3,4/5/2023 12:00:00 AM,4/5/2023 12:00:00 AM,11:26:55,SUSCIR,SUSPICIOUS CIRCUMSTANCES,N,No report required; dispatch record only,[500]-[600] CRYSTALBERRY TR ,San Jose,CA
20230418134554PD,9516267,4/18/2023 12:00:00 AM,P231080335,3,4/18/2023 12:00:00 AM,4/18/2023 12:00:00 AM,11:04:13,242,BATTERY,R,Report taken,[1400]-[1500] MELWOOD DR ,San Jose,CA
20231004172947PD,9733823,10/4/2023 12:00:00 AM,P232770506,1,10/4/2023 12:00:00 AM,10/4/2023 12:00:00 AM,14:38:04,20001,FELONY HIT AND RUN,R,Report taken,[2100]-[2200] MONTEREY RD ,San Jose,CA
20230531204125PD,9571346,5/31/2023 12:00:00 AM,P231510436,3,5/31/2023 12:00:00 AM,5/31/2023 12:00:00 AM,13:04:20,WELCK,WELFARE CHECK,N,No report required; dispatch record only,[1800]-[1900] SENTER RD ,San Jose,CA
20230508171329PD,9541419,5/8/2023 12:00:00 AM,P231280483,3,5/8/2023 12:00:00 AM,5/8/2023 12:00:00 AM,14:30:48,484,THEFT,N,No report required; dispatch record only,[2700]-[2800] EL MONTE WY ,San Jose,CA
20231006210623PD,9736627,10/6/2023 12:00:00 AM,P232790735,3,10/6/2023 12:00:00 AM,10/6/2023 12:00:00 AM,18:42:46,484,THEFT,N,No report required; dispatch record only,[1500]-[1600] S BASCOM AV ,San Jose,CA
20230321013026PD,9480868,3/20/2023 12:00:00 AM,P230790971,4,3/20/2023 12:00:00 AM,3/20/2023 12:00:00 AM,23:59:28,1125,TRAFFIC HAZARD,N,No report required; dispatch record only,,San Jose,CA
20230918204114PD,9714174,9/18/2023 12:00:00 AM,P232610885,2,9/18/2023 12:00:00 AM,9/18/2023 12:00:00 AM,20:14:43,415F,"DISTURBANCE, FAMILY",N,No report required; dispatch record only,[6500]-[6600] KORHUMMEL WY ,San Jose,CA
20230703090603PD,9613467,7/3/2023 12:00:00 AM,P231840161,3,7/3/2023 12:00:00 AM,7/3/2023 12:00:00 AM,05:47:09,1033A,"ALARM, AUDIBLE",N,No report required; dispatch record only,[900]-[1000] REMILLARD CT ,San Jose,CA
20230702105500PD,9612375,7/2/2023 12:00:00 AM,P231830364,2,7/2/2023 12:00:00 AM,7/2/2023 12:00:00 AM,10:19:48,415,DISTURBANCE,N,No report required; dispatch record only,,San Jose,CA
20230608172241PD,9582065,6/8/2023 12:00:00 AM,P231590646,6,6/8/2023 12:00:00 AM,6/8/2023 12:00:00 AM,17:08:36,1195,VEHICLE STOP,D,"Traffic Citation Issued, Hazardous Violation",CURTNER AV & MONTEREY RD,San Jose,CA
20230606094104PD,9578785,6/6/2023 12:00:00 AM,P231570142,3,6/6/2023 12:00:00 AM,6/6/2023 12:00:00 AM,05:49:01,10852,TAMPERING WITH A VEHICLE,R,Report taken,[300]-[400] S 18TH ST ,San Jose,CA
20230525165009PD,9563534,5/29/2023 12:00:00 AM,P231450301,3,5/25/2023 12:00:00 AM,5/25/2023 12:00:00 AM,10:21:40,SUSCIR,SUSPICIOUS CIRCUMSTANCES,N,No report required; dispatch record only,[1800]-[1900] KIRKMONT DR ,San Jose,CA
20230616124135PD,9591740,6/16/2023 12:00:00 AM,P231670383,3,6/16/2023 12:00:00 AM,6/16/2023 12:00:00 AM,11:44:50,602PC,TRESPASSING,G,Gone on Arrival/unable to locate,[1000]-[1100] S WHITE RD ,San Jose,CA
20230508183801PD,9541601,5/8/2023 12:00:00 AM,P231280620,5,5/8/2023 12:00:00 AM,5/8/2023 12:00:00 AM,17:36:39,10851R,RECOVERED STOLEN VEHICLE,O,Supplemental report taken,ASBURY ST & WALNUT ST,San Jose,CA
20230916000353PD,9710530,9/15/2023 12:00:00 AM,P232580976,4,9/15/2023 12:00:00 AM,9/15/2023 12:00:00 AM,22:28:54,415,DISTURBANCE,N,No report required; dispatch record only,[3700]-[3800] QUIMBY RD ,San Jose,CA
